post_id,source,target,tipo_interacao,data
296102,7740,296102,repost,20231124
30404,34218,30404,repost,20230506
159487,71188,159487,repost,20230920
1517514,3015,1517514,repost,20240222
14617,259679,14617,repost,20240210
29248,154426,29248,repost,20231025
241443,35866,241443,repost,20240204
1683670,531970,1683670,repost,20230824
29772,174975,29772,repost,20231021
518421,40182,518421,repost,20240209
10772,136999,10772,repost,20231108
16035,32051,16035,repost,20240304
181497,27710,181497,repost,20240317
1282682,26121,1282682,repost,20240119
32565,72506,32565,repost,20230719
511845,231565,511845,repost,20240119
15467,9315,15467,repost,20231008
542171,241861,542171,repost,20240116
15467,3153,15467,repost,20230726
510041,414357,510041,repost,20231219
61153,61315,61153,repost,20230826
24897,64848,24897,repost,20240125
365241,35696,365241,repost,20230904
391650,144705,391650,repost,20230813
36886,21912,36886,repost,20231027
714963,32855,714963,repost,20230913
261506,230818,261506,repost,20231017
448,5869,448,repost,20230615
70474,8523,70474,repost,20231223
187000,27167,187000,repost,20230902
221255,173708,221255,repost,20231230
152107,14636,152107,repost,20240130
740215,73396,740215,repost,20230901
1404940,3407,1404940,repost,20231122
1036929,226186,1036929,repost,20231013
195303,45676,195303,repost,20240203
32188,266957,32188,repost,20231115
1279733,292528,1279733,repost,20230829
14659,49714,14659,repost,20240111
128392,680,128392,repost,20230914
57692,6734,57692,repost,20240229
438838,693254,438838,repost,20231105
297913,297493,297913,repost,20231229
501346,168,501346,repost,20240226
1081686,8643,1081686,repost,20231107
476961,360195,476961,repost,20230914
97808,49394,97808,repost,20231021
662,921986,662,repost,20230807
1941971,38981,1941971,repost,20231202
366286,118669,366286,repost,20230726
143702,30825,143702,repost,20240207
88176,150794,88176,repost,20231008
142918,19591,142918,repost,20240120
52214,161792,52214,repost,20230716
719894,899881,719894,repost,20231023
13576,159896,13576,repost,20231031
69877,369,69877,repost,20230812
238109,160303,238109,repost,20230930
722723,42923,722723,repost,20230918
193757,4129,193757,repost,20240127
1243069,3406,1243069,repost,20231004
1201642,54955,1201642,repost,20230823
49161,49288,49161,repost,20240213
334111,30875,334111,repost,20240123
505959,37890,505959,repost,20231221
87923,84978,87923,repost,20240311
173543,173535,173543,repost,20231222
120298,18328,120298,repost,20230725
88269,6523,88269,repost,20231004
235025,30895,235025,repost,20240121
14001,3876,14001,repost,20240123
88148,52060,88148,repost,20231213
62052,89021,62052,repost,20231220
333237,2246,333237,repost,20240125
155950,27207,155950,repost,20230906
1429426,185979,1429426,repost,20231123
301662,20352,301662,repost,20240313
303085,36850,303085,repost,20240313
311324,321458,311324,repost,20231030
636827,31,636827,repost,20230925
1090905,258112,1090905,repost,20231014
1123403,40405,1123403,repost,20240311
281049,386633,281049,repost,20231012
330721,16410,330721,repost,20231209
104808,96073,104808,repost,20231107
56298,892,56298,repost,20240207
1147906,20990,1147906,repost,20240311
424516,168,424516,repost,20240228
658646,159521,658646,repost,20240123
15828,3687,15828,repost,20231114
117522,117540,117522,repost,20230908
130340,41024,130340,repost,20240305
1174167,23029,1174167,repost,20230802
172352,26502,172352,repost,20231221
187690,90866,187690,repost,20230830
17430,170613,17430,repost,20230712
14589,317965,14589,repost,20231231
232595,123039,232595,repost,20231222
1303478,75271,1303478,repost,20230728
495963,23156,495963,repost,20231125
566176,564511,566176,repost,20230830
14897,127597,14897,repost,20231007
1063867,86345,1063867,repost,20240209
107252,387949,107252,repost,20231101
481165,326770,481165,repost,20230901
54414,184754,54414,repost,20230925
749588,27,749588,repost,20231106
1008811,333709,1008811,repost,20230915
21413,1280,21413,repost,20231217
58088,40213,58088,repost,20240116
2674201,122702,2674201,repost,20240206
1354141,1865485,1354141,repost,20240302
675848,12638,675848,repost,20231023
238046,325246,238046,repost,20240209
857924,36837,857924,repost,20230815
345565,387856,345565,repost,20231111
1273408,69348,1273408,repost,20231208
536972,213101,536972,repost,20231130
511908,40471,511908,repost,20240228
178012,21332,178012,repost,20230707
505887,55478,505887,repost,20231202
153142,10120,153142,repost,20231204
129184,20920,129184,repost,20230606
100917,62729,100917,repost,20230927
674865,406065,674865,repost,20231219
151559,4595,151559,repost,20240208
213064,30227,213064,repost,20230620
140930,82318,140930,repost,20240105
531160,163459,531160,repost,20230816
62704,125772,62704,repost,20231028
1036761,133,1036761,repost,20240215
485132,89019,485132,repost,20231218
3363760,16661,3363760,repost,20231103
361130,7974,361130,repost,20231020
16371,121730,16371,repost,20231226
333251,3415,333251,repost,20230725
144986,34374,144986,repost,20240118
297202,3043,297202,repost,20240131
21585,441,21585,repost,20230706
25850,25798,25850,repost,20231208
699779,29091,699779,repost,20230724
10213,118142,10213,repost,20231122
804982,6812,804982,repost,20231229
787070,2460,787070,repost,20230703
32265,30185,32265,repost,20230715
687053,198423,687053,repost,20230721
937706,159130,937706,repost,20230802
167338,117870,167338,repost,20230704
180188,1155895,180188,repost,20240227
17172,17203,17172,repost,20240223
1301881,218478,1301881,repost,20240213
261507,152949,261507,repost,20231029
25951,75257,25951,repost,20231028
695009,1851133,695009,repost,20240215
283893,164,283893,repost,20240208
163669,7027,163669,repost,20231114
280829,71163,280829,repost,20230924
152927,51868,152927,repost,20231125
159525,106430,159525,repost,20240317
1231833,51609,1231833,repost,20240218
14498,14594,14498,repost,20231112
450543,133840,450543,repost,20231021
87429,423,87429,repost,20240107
66995,126,66995,repost,20240130
1154604,137846,1154604,repost,20230928
586629,3060,586629,repost,20230930
1071010,305180,1071010,repost,20240301
327467,327422,327467,repost,20240213
604160,36814,604160,repost,20231025
200754,6092,200754,repost,20240307
800729,499566,800729,repost,20231016
631142,19163,631142,repost,20240209
420821,17834,420821,repost,20240106
695104,221142,695104,repost,20240211
1895561,219923,1895561,repost,20231025
323832,74812,323832,repost,20231121
56152,369255,56152,repost,20240117
447294,419,447294,repost,20230911
275094,367479,275094,repost,20231129
1262431,14755,1262431,repost,20230924
285737,20738,285737,repost,20230929
715670,10875,715670,repost,20240126
529922,19788,529922,repost,20231027
1594657,223166,1594657,repost,20240302
671213,4996,671213,repost,20231010
217050,342633,217050,repost,20240221
531160,8466,531160,repost,20240102
19465,77115,19465,repost,20240110
505502,920479,505502,repost,20231230
203675,8843,203675,repost,20230913
440248,351507,440248,repost,20231019
936897,2042,936897,repost,20231117
188666,89861,188666,repost,20230929
52139,407418,52139,repost,20240125
530611,706,530611,repost,20230701
1186096,190626,1186096,repost,20231212
433652,634,433652,repost,20230427
275814,378026,275814,repost,20240306
604658,424,604658,repost,20240229
3036446,851167,3036446,repost,20231123
100097,66709,100097,repost,20231016
34200,204774,34200,repost,20240131
337733,101,337733,repost,20240128
605718,24513,605718,repost,20240206
837055,720185,837055,repost,20231123
160442,39321,160442,repost,20230826
471932,2923,471932,repost,20240105
355761,274214,355761,repost,20231101
15109,106210,15109,repost,20231103
230829,137,230829,repost,20240220
749706,306591,749706,repost,20231019
100579,4582,100579,repost,20240215
4138,34130,4138,repost,20230917
1186537,194636,1186537,repost,20231019
29047,323900,29047,repost,20240105
32852,400,32852,repost,20231108
74490,173876,74490,repost,20240317
195108,2493,195108,repost,20240318
142187,10125,142187,repost,20240111
807139,325736,807139,repost,20240306
547118,24146,547118,repost,20240221
150716,17799,150716,repost,20231004
84695,267642,84695,repost,20231127
81643,2443,81643,repost,20230824
265240,47755,265240,repost,20231019
154553,185915,154553,repost,20240223
302691,46284,302691,repost,20240205
361091,138249,361091,repost,20230918
1330618,88428,1330618,repost,20230904
100524,68874,100524,repost,20231106
320733,125662,320733,repost,20240116
1516697,30258,1516697,repost,20230810
35914,360983,35914,repost,20240304
16570,61655,16570,repost,20231205
96024,31691,96024,repost,20240113
194186,117322,194186,repost,20240117
55424,37898,55424,repost,20230911
49272,52178,49272,repost,20240116
385477,310993,385477,repost,20240208
479106,217708,479106,repost,20240310
965609,387275,965609,repost,20240312
457584,137457,457584,repost,20240203
62768,164,62768,repost,20231028
259679,1231,259679,repost,20240106
838709,36531,838709,repost,20231018
186996,1074,186996,repost,20240306
499293,52862,499293,repost,20240116
345531,343400,345531,repost,20240305
20599,152525,20599,repost,20240118
581874,14799,581874,repost,20240105
111232,481318,111232,repost,20231022
82464,8889,82464,repost,20230822
302130,483894,302130,repost,20240121
2898,2806182,2898,repost,20231028
1056880,27647,1056880,repost,20231122
662948,343685,662948,repost,20231017
399483,928244,399483,repost,20231207
221511,173861,221511,repost,20230914
29342,160001,29342,repost,20231020
529520,518474,529520,repost,20231202
449363,52073,449363,repost,20230809
65492,30226,65492,repost,20240202
2027191,221537,2027191,repost,20231004
155003,627,155003,repost,20230505
1701595,143047,1701595,repost,20240209
22348,137229,22348,repost,20231012
14812,39038,14812,repost,20231031
19426,68583,19426,repost,20231219
1416295,908202,1416295,repost,20240306
2267757,7034,2267757,repost,20240119
125708,62729,125708,repost,20231209
81023,36823,81023,repost,20240309
370568,379,370568,repost,20230720
31194,49266,31194,repost,20240109
849862,441786,849862,repost,20230706
665893,58792,665893,repost,20230824
487702,125,487702,repost,20231003
125846,125725,125846,repost,20240108
287874,22471,287874,repost,20231018
410514,302298,410514,repost,20230920
660991,33636,660991,repost,20240108
1038715,31691,1038715,repost,20240311
490934,15390,490934,repost,20231217
1179514,1249,1179514,repost,20240301
2725358,39000,2725358,repost,20231207
528275,2057779,528275,repost,20231101
2429806,1185883,2429806,repost,20240212
512245,293064,512245,repost,20231205
244762,3065,244762,repost,20230830
578741,26637,578741,repost,20240116
1971898,505706,1971898,repost,20240203
321735,120225,321735,repost,20240301
757177,117882,757177,repost,20231016
1306252,102541,1306252,repost,20230813
374763,438083,374763,repost,20240219
215884,6606,215884,repost,20240221
65259,9103,65259,repost,20240212
530799,36743,530799,repost,20230820
204448,7327,204448,repost,20240104
407382,41519,407382,repost,20240123
860957,719006,860957,repost,20231112
831500,243048,831500,repost,20230823
231670,288463,231670,repost,20240120
88148,87935,88148,repost,20240206
1018474,171562,1018474,repost,20240216
13813,1191,13813,repost,20231027
34032,275833,34032,repost,20231002
33942,45676,33942,repost,20231203
131175,195119,131175,repost,20230731
435308,175783,435308,repost,20230913
202955,7376,202955,repost,20240212
397984,1221,397984,repost,20240227
1988276,1131,1988276,repost,20231221
3414107,26782,3414107,repost,20231018
2069452,125,2069452,repost,20231215
635284,495278,635284,repost,20231103
1327751,45676,1327751,repost,20240301
66574,121,66574,repost,20231206
45275,323648,45275,repost,20231012
47571,28492,47571,repost,20231118
468340,65,468340,repost,20231027
880194,38984,880194,repost,20231117
34381,683,34381,repost,20230724
798165,5564,798165,repost,20240205
67166,93622,67166,repost,20231227
3375,1575,3375,repost,20240212
375222,181345,375222,repost,20231122
4983,7411,4983,repost,20230903
148791,5023,148791,repost,20230903
54807,54805,54807,repost,20231215
231542,45,231542,repost,20231212
121444,675192,121444,repost,20231121
9364,9034,9364,repost,20231101
543028,24143,543028,repost,20230626
217920,362083,217920,repost,20231112
1715366,335417,1715366,repost,20231010
226912,1262610,226912,repost,20230712
1841812,41535,1841812,repost,20230904
273232,25488,273232,repost,20231102
1715943,47277,1715943,repost,20231209
58861,395240,58861,repost,20230926
28107,1556207,28107,repost,20230601
84978,52178,84978,repost,20240113
65615,163089,65615,repost,20231103
58788,36837,58788,repost,20240103
2823423,1219485,2823423,repost,20231126
1540936,2035,1540936,repost,20231020
780272,5265,780272,repost,20230913
66421,6820,66421,repost,20231223
604022,1168,604022,repost,20240208
376209,136628,376209,repost,20230923
428766,25772,428766,repost,20230917
38584,30391,38584,repost,20240308
328272,2057,328272,repost,20240116
548117,908942,548117,repost,20240223
846844,440875,846844,repost,20230906
531084,42393,531084,repost,20240202
212307,29627,212307,repost,20231227
476815,120689,476815,repost,20240210
105057,646132,105057,repost,20231127
65904,226737,65904,repost,20230930
718412,162666,718412,repost,20231227
32913,107246,32913,repost,20230703
189310,448427,189310,repost,20231007
781553,17468,781553,repost,20240305
25989,486031,25989,repost,20231130
45960,46226,45960,repost,20231124
3823,8230,3823,repost,20231103
760462,599232,760462,repost,20240209
160584,46134,160584,repost,20231215
6599,42024,6599,repost,20230818
694138,1688979,694138,repost,20231020
33134,46681,33134,repost,20231010
1035603,8357,1035603,repost,20240103
135454,131515,135454,repost,20230921
26132,26041,26132,repost,20230829
1036631,16240,1036631,repost,20231025
2745817,149462,2745817,repost,20230710
81081,313861,81081,repost,20240313
294407,31806,294407,repost,20240302
1325766,346998,1325766,repost,20240205
113422,392674,113422,repost,20240307
986871,268699,986871,repost,20231023
30683,67471,30683,repost,20240303
197197,223496,197197,repost,20231126
275381,41742,275381,repost,20240216
391555,137691,391555,repost,20230925
536985,323865,536985,repost,20231005
48396,151129,48396,repost,20230923
96489,41043,96489,repost,20230926
648573,24906,648573,repost,20230921
683626,2105,683626,repost,20230818
446760,148033,446760,repost,20231214
171588,32267,171588,repost,20230923
32274,88178,32274,repost,20230814
272527,116830,272527,repost,20230910
327287,34406,327287,repost,20231220
33587,347511,33587,repost,20230808
223815,12400,223815,repost,20231021
336122,120213,336122,repost,20231010
961187,706978,961187,repost,20231103
52052,84978,52052,repost,20231209
102650,78041,102650,repost,20230806
32342,42523,32342,repost,20231003
520513,844,520513,repost,20240224
5265,6584,5265,repost,20230913
17794,3844,17794,repost,20230902
726068,179514,726068,repost,20240208
406570,5578,406570,repost,20231107
131107,128392,131107,repost,20230825
1175433,434313,1175433,repost,20230715
818684,551,818684,repost,20231001
27981,21666,27981,repost,20231011
66398,61655,66398,repost,20240314
49272,52178,49272,repost,20231124
167338,68934,167338,repost,20230807
130518,607544,130518,repost,20240211
473616,8263,473616,repost,20231219
1133057,140237,1133057,repost,20230622
2063643,543096,2063643,repost,20230912
162024,6793,162024,repost,20240211
328896,96624,328896,repost,20240126
662943,15353,662943,repost,20240119
29993,678161,29993,repost,20231112
885684,336255,885684,repost,20240227
713442,184303,713442,repost,20231210
163765,953221,163765,repost,20230911
206159,12389,206159,repost,20231022
975891,16514,975891,repost,20230930
796933,1678,796933,repost,20231006
33156,193207,33156,repost,20240226
551653,136644,551653,repost,20230901
878812,2459382,878812,repost,20231019
603169,133444,603169,repost,20240218
841539,76691,841539,repost,20231101
219668,1249,219668,repost,20230809
52153,88064,52153,repost,20231126
296115,440856,296115,repost,20240224
471834,19256,471834,repost,20240317
2402293,871389,2402293,repost,20230916
107646,39310,107646,repost,20230818
29047,447416,29047,repost,20240119
494375,207748,494375,repost,20230922
312657,19288,312657,repost,20231031
146256,74871,146256,repost,20230726
232465,367299,232465,repost,20240309
82312,292474,82312,repost,20231206
526326,30825,526326,repost,20231215
1634849,219897,1634849,repost,20240117
557792,118944,557792,repost,20231017
1128916,131181,1128916,repost,20230912
30574,3044470,30574,repost,20230617
592995,268678,592995,repost,20240205
102456,232503,102456,repost,20230726
31973,16240,31973,repost,20230922
35715,36601,35715,repost,20231026
295437,407497,295437,repost,20231101
72606,68879,72606,repost,20240302
79025,8859,79025,repost,20231208
160322,36509,160322,repost,20231124
519040,890,519040,repost,20240215
2851149,300018,2851149,repost,20230925
32184,34058,32184,repost,20230809
11686,164,11686,repost,20240129
137114,8392,137114,repost,20230917
449567,142957,449567,repost,20240312
870687,398341,870687,repost,20240217
1024360,211896,1024360,repost,20230715
1818520,52993,1818520,repost,20231016
32469,550,32469,repost,20231104
46277,46753,46277,repost,20231116
62399,327301,62399,repost,20231202
262194,34733,262194,repost,20230728
269104,10116,269104,repost,20230824
75587,31134,75587,repost,20230901
747511,51964,747511,repost,20231119
625424,29844,625424,repost,20240306
32071,88343,32071,repost,20230710
1699363,50778,1699363,repost,20231209
25884,101270,25884,repost,20231116
583457,632,583457,repost,20230929
14318,8710,14318,repost,20231226
441010,192306,441010,repost,20231209
1369782,156051,1369782,repost,20231024
1214725,35844,1214725,repost,20240213
241539,390427,241539,repost,20231010
2296081,1200586,2296081,repost,20240209
815499,51597,815499,repost,20240118
93287,27268,93287,repost,20231127
46127,231542,46127,repost,20231128
45950,408088,45950,repost,20240223
66553,31806,66553,repost,20230816
1814016,51571,1814016,repost,20230929
3212,246589,3212,repost,20230716
206462,24766,206462,repost,20240107
366109,27122,366109,repost,20240210
22158,104795,22158,repost,20230728
9287,15458,9287,repost,20240223
287426,144056,287426,repost,20231217
205582,68472,205582,repost,20231003
918236,270454,918236,repost,20230919
1180571,1206064,1180571,repost,20240223
15255,137458,15255,repost,20240311
52091,52178,52091,repost,20240118
351446,400029,351446,repost,20231104
189282,104793,189282,repost,20230525
575734,26354,575734,repost,20231107
916888,9251,916888,repost,20240123
408682,132255,408682,repost,20231028
668747,40003,668747,repost,20231022
33188,35871,33188,repost,20231116
87716,321738,87716,repost,20231203
1151220,58743,1151220,repost,20231012
1605277,1241357,1605277,repost,20240212
3090749,137296,3090749,repost,20240308
597667,52164,597667,repost,20230824
2648,132435,2648,repost,20231117
471015,90488,471015,repost,20231105
472057,245741,472057,repost,20240228
52098,52160,52098,repost,20231119
1592578,8285,1592578,repost,20240119
96489,179081,96489,repost,20240210
293169,19886,293169,repost,20240308
287199,124312,287199,repost,20230722
102275,199069,102275,repost,20231015
85612,17600,85612,repost,20240108
867375,6588,867375,repost,20240221
241592,137296,241592,repost,20240304
206457,76268,206457,repost,20230822
66238,6832,66238,repost,20240203
807467,20379,807467,repost,20240210
897481,419,897481,repost,20240216
74763,561884,74763,repost,20230907
652218,91092,652218,repost,20230911
3218230,5,3218230,repost,20240109
198419,1246,198419,repost,20231114
313001,16531,313001,repost,20230820
14761,3759,14761,repost,20231129
13576,1602,13576,repost,20231202
132756,137,132756,repost,20231123
411316,5749,411316,repost,20240117
316223,546014,316223,repost,20230514
507775,46791,507775,repost,20240226
232465,145548,232465,repost,20231110
239711,36766,239711,repost,20240304
904246,284478,904246,repost,20231009
952371,2487236,952371,repost,20240207
1396781,45,1396781,repost,20231017
2400379,922337,2400379,repost,20230918
157616,297946,157616,repost,20231222
403432,6834,403432,repost,20240212
975880,27216,975880,repost,20231220
519754,8849,519754,repost,20240305
232629,6547,232629,repost,20231205
4746,45282,4746,repost,20240130
306254,133076,306254,repost,20231015
378088,659085,378088,repost,20231129
1340040,433500,1340040,repost,20240222
96842,106302,96842,repost,20231129
930131,139934,930131,repost,20230917
88237,714887,88237,repost,20231130
1514639,176085,1514639,repost,20240119
1024236,91031,1024236,repost,20231212
1107729,121551,1107729,repost,20230926
454596,342016,454596,repost,20231207
302843,8451,302843,repost,20231209
12964,106113,12964,repost,20240120
594594,78423,594594,repost,20231009
78459,17746,78459,repost,20231014
1711600,118091,1711600,repost,20240229
396758,132083,396758,repost,20230815
181491,55528,181491,repost,20240211
453110,8263,453110,repost,20231219
15390,145122,15390,repost,20240103
143664,141576,143664,repost,20231007
251405,156871,251405,repost,20230710
1118061,416126,1118061,repost,20230906
103153,82336,103153,repost,20231009
438511,46442,438511,repost,20231206
366852,6841,366852,repost,20240126
7152,2638,7152,repost,20230825
3009,3015,3009,repost,20240125
64471,5016,64471,repost,20231112
131086,27268,131086,repost,20240308
424512,104828,424512,repost,20240219
799542,66653,799542,repost,20231031
1316611,747440,1316611,repost,20230903
197120,667462,197120,repost,20240305
217364,125,217364,repost,20230917
447456,38977,447456,repost,20240225
620604,934092,620604,repost,20240221
3427,60903,3427,repost,20240124
273220,25507,273220,repost,20230811
879376,297940,879376,repost,20240222
65937,34417,65937,repost,20230909
1599382,45781,1599382,repost,20240212
1123618,45270,1123618,repost,20231225
41511,52116,41511,repost,20231010
578722,941179,578722,repost,20240202
72729,280965,72729,repost,20231110
497910,550,497910,repost,20231108
194541,41453,194541,repost,20231228
32682,236952,32682,repost,20231127
1904227,1498141,1904227,repost,20240302
513766,3395,513766,repost,20231223
74696,221064,74696,repost,20230809
871491,8399,871491,repost,20240301
66013,27268,66013,repost,20231205
859974,2180,859974,repost,20231126
91024,882,91024,repost,20230704
33969,202045,33969,repost,20230712
23862,6818,23862,repost,20231031
217590,311927,217590,repost,20231025
166317,1568,166317,repost,20231002
61430,60224,61430,repost,20231214
381035,3523,381035,repost,20231208
276392,9371,276392,repost,20240210
599589,85970,599589,repost,20231027
64832,31898,64832,repost,20240316
30297,292594,30297,repost,20240110
270399,605104,270399,repost,20231012
1514073,216537,1514073,repost,20240309
589868,47171,589868,repost,20231229
100671,210953,100671,repost,20240213
361642,130964,361642,repost,20240211
518429,29607,518429,repost,20240205
1936021,15483,1936021,repost,20240317
373215,157675,373215,repost,20230902
415476,294361,415476,repost,20231106
2215764,3755,2215764,repost,20230909
14661,38987,14661,repost,20240227
25098,45,25098,repost,20240314
1488450,68440,1488450,repost,20230907
26157,58645,26157,repost,20240224
1781326,379,1781326,repost,20240220
193553,1120,193553,repost,20240207
101191,241143,101191,repost,20231219
2431291,946013,2431291,repost,20231010
2685225,55158,2685225,repost,20231207
152927,6832,152927,repost,20231024
562742,288341,562742,repost,20231224
511880,31,511880,repost,20240228
36543,58827,36543,repost,20231017
913127,689561,913127,repost,20240304
217919,236692,217919,repost,20230731
315545,12285,315545,repost,20231120
283295,302797,283295,repost,20240109
951935,461391,951935,repost,20240311
2425060,15004,2425060,repost,20230924
52194,188742,52194,repost,20240111
909074,134,909074,repost,20240103
549111,1249,549111,repost,20240307
1733212,419917,1733212,repost,20240316
30019,19082,30019,repost,20240301
34459,3061,34459,repost,20231129
670800,703,670800,repost,20240201
67167,44000,67167,repost,20231122
1047662,16142,1047662,repost,20231217
845995,270438,845995,repost,20230705
504531,15210,504531,repost,20230922
105057,961452,105057,repost,20240315
529552,12449,529552,repost,20231116
1264592,49340,1264592,repost,20230919
24242,698865,24242,repost,20230627
35914,46656,35914,repost,20231102
234450,221867,234450,repost,20240308
11101,100577,11101,repost,20240201
66633,547936,66633,repost,20231206
52067,52139,52067,repost,20240316
302676,503133,302676,repost,20240313
152927,135,152927,repost,20240107
107727,258793,107727,repost,20231021
260628,60104,260628,repost,20240215
33043,19478,33043,repost,20231025
594583,119047,594583,repost,20230917
275881,34871,275881,repost,20240218
49172,88122,49172,repost,20240207
333494,61996,333494,repost,20230922
458616,3578,458616,repost,20231027
66653,938,66653,repost,20240216
180428,14535,180428,repost,20240112
519903,509856,519903,repost,20231216
33188,229466,33188,repost,20240301
32563,85715,32563,repost,20231123
180188,220192,180188,repost,20231026
415604,7836,415604,repost,20230515
320114,143683,320114,repost,20240116
31171,49284,31171,repost,20230901
22505,27268,22505,repost,20240305
153527,29360,153527,repost,20240229
333422,2923,333422,repost,20230823
66553,337006,66553,repost,20231214
1650566,1372402,1650566,repost,20240209
441174,97359,441174,repost,20230926
1215546,5138,1215546,repost,20231221
1391415,75984,1391415,repost,20231027
548978,40399,548978,repost,20231120
41613,19441,41613,repost,20240105
52090,66013,52090,repost,20240124
443728,11990,443728,repost,20240203
229747,75984,229747,repost,20240101
8232,23705,8232,repost,20240311
136088,5260,136088,repost,20230822
850539,231635,850539,repost,20240120
302710,444349,302710,repost,20231024
29340,1468149,29340,repost,20240301
749285,4826,749285,repost,20240223
768583,123900,768583,repost,20231031
365969,24209,365969,repost,20240223
314390,304645,314390,repost,20231004
80035,27073,80035,repost,20231012
240926,3020,240926,repost,20240123
414885,17468,414885,repost,20231224
19593,19662,19593,repost,20230915
1464983,2098,1464983,repost,20230926
100662,213090,100662,repost,20240302
12156,11569,12156,repost,20230825
163131,509839,163131,repost,20240111
151695,15479,151695,repost,20230907
835548,159060,835548,repost,20240109
98928,95775,98928,repost,20240126
337380,62872,337380,repost,20231008
1451870,85432,1451870,repost,20240304
131089,12369,131089,repost,20231217
1756466,49455,1756466,repost,20231027
114056,1036,114056,repost,20240209
589868,856823,589868,repost,20231127
12103,12151,12103,repost,20230714
314078,42698,314078,repost,20231011
312986,192543,312986,repost,20240108
1431397,192857,1431397,repost,20230907
129184,104755,129184,repost,20230922
1891165,278851,1891165,repost,20230819
165872,27565,165872,repost,20231003
326918,139620,326918,repost,20240122
493318,411976,493318,repost,20240207
1888153,67641,1888153,repost,20240208
806461,2135628,806461,repost,20240115
929751,15421,929751,repost,20231128
418640,10943,418640,repost,20231111
288512,184402,288512,repost,20231004
3711857,25891,3711857,repost,20240107
66610,121,66610,repost,20240222
128201,68917,128201,repost,20230907
399932,637044,399932,repost,20231009
1936802,133813,1936802,repost,20231007
310460,543465,310460,repost,20231003
345447,165872,345447,repost,20230829
2233942,152082,2233942,repost,20231013
34218,32834,34218,repost,20230704
3212,6083,3212,repost,20230824
364926,1248,364926,repost,20230928
86269,1544,86269,repost,20231229
120434,37755,120434,repost,20240228
518436,71196,518436,repost,20240125
1666338,121477,1666338,repost,20231214
1036949,23851,1036949,repost,20240225
774406,15004,774406,repost,20230910
683,144816,683,repost,20230901
159519,1226,159519,repost,20231018
684164,72455,684164,repost,20240302
46095,34875,46095,repost,20231006
1334572,164,1334572,repost,20231017
221166,100321,221166,repost,20240216
1452506,1842,1452506,repost,20240212
1175755,199072,1175755,repost,20231222
2071616,71362,2071616,repost,20231006
713729,495041,713729,repost,20231218
39249,39215,39249,repost,20230901
2755887,133,2755887,repost,20231118
2922,159867,2922,repost,20231224
318323,7309,318323,repost,20230622
2072690,12173,2072690,repost,20230821
175010,224636,175010,repost,20231211
63911,18331,63911,repost,20231115
990732,487731,990732,repost,20231009
30404,144816,30404,repost,20230914
1686359,36434,1686359,repost,20230927
88843,156704,88843,repost,20240210
1148979,1246,1148979,repost,20230728
397514,183773,397514,repost,20231025
54178,54177,54178,repost,20240207
18232,263597,18232,repost,20230822
524214,3427,524214,repost,20230909
835775,384,835775,repost,20230613
1209440,214062,1209440,repost,20230923
570207,65955,570207,repost,20240214
579579,285612,579579,repost,20240113
414753,414758,414753,repost,20240101
691572,2892,691572,repost,20231112
1265282,16001,1265282,repost,20231224
129995,86888,129995,repost,20231204
117829,86950,117829,repost,20240212
126012,113904,126012,repost,20240215
506456,16168,506456,repost,20231127
169422,133787,169422,repost,20230703
31955,21446,31955,repost,20231010
275624,48644,275624,repost,20240316
4131,37809,4131,repost,20231102
96842,15309,96842,repost,20231120
14496,27808,14496,repost,20231010
1321153,377251,1321153,repost,20230925
450249,198562,450249,repost,20231123
1186821,998922,1186821,repost,20230930
85779,74688,85779,repost,20240224
511252,218852,511252,repost,20231110
492077,1758454,492077,repost,20231128
95067,31874,95067,repost,20230730
108048,130974,108048,repost,20231119
449045,337836,449045,repost,20240313
130863,1280,130863,repost,20230818
20494,36387,20494,repost,20230725
17796,86973,17796,repost,20230817
548455,1271043,548455,repost,20231027
1332698,1616,1332698,repost,20231027
413725,136976,413725,repost,20240207
294579,11569,294579,repost,20230701
276262,222637,276262,repost,20230605
289186,1813707,289186,repost,20240215
982486,65955,982486,repost,20230922
397514,212016,397514,repost,20231019
156527,1074,156527,repost,20240207
1005694,1833305,1005694,repost,20240106
21952,553017,21952,repost,20240226
161792,84433,161792,repost,20230920
91064,50301,91064,repost,20230929
88914,46756,88914,repost,20231103
909222,2955467,909222,repost,20240310
5583,27268,5583,repost,20230619
414726,55527,414726,repost,20231207
79683,148349,79683,repost,20230725
193757,67588,193757,repost,20240201
106450,23705,106450,repost,20240210
1186577,78103,1186577,repost,20231112
270409,407664,270409,repost,20231210
22653,17598,22653,repost,20230531
66648,32093,66648,repost,20240313
1186200,263821,1186200,repost,20231124
1882216,45826,1882216,repost,20240311
1619989,32806,1619989,repost,20231023
874215,4133,874215,repost,20231108
196547,1337082,196547,repost,20231028
461026,1602,461026,repost,20230909
677729,45367,677729,repost,20230823
647400,361902,647400,repost,20230725
1333703,1333722,1333703,repost,20240204
171878,77780,171878,repost,20230802
388620,51594,388620,repost,20230817
175252,1231909,175252,repost,20240210
589487,130979,589487,repost,20231015
90833,200,90833,repost,20240308
30211,519452,30211,repost,20231104
3304430,7332,3304430,repost,20231025
234499,234469,234499,repost,20231123
1139838,388483,1139838,repost,20231222
1604540,97,1604540,repost,20240206
1147441,188811,1147441,repost,20231222
81081,764904,81081,repost,20231027
