post_id,source,target,tipo_interacao,data
55877,357503,55877,repost,20231012
134641,737329,134641,repost,20231027
288233,77214,288233,repost,20231228
205900,702,205900,repost,20231123
2114133,721948,2114133,repost,20240125
231847,19252,231847,repost,20240207
1404037,6826,1404037,repost,20230911
266200,35897,266200,repost,20240125
34491,30185,34491,repost,20231021
831596,268678,831596,repost,20230718
15309,40987,15309,repost,20240130
28705,164309,28705,repost,20231201
52062,88422,52062,repost,20230925
463626,159001,463626,repost,20240212
395135,325506,395135,repost,20231111
279357,150761,279357,repost,20240112
106203,35063,106203,repost,20240125
612454,136946,612454,repost,20240217
1182656,217848,1182656,repost,20240117
1047151,407771,1047151,repost,20231103
489601,10927,489601,repost,20231128
2821535,320286,2821535,repost,20240207
16139,92208,16139,repost,20240302
485906,4599,485906,repost,20240208
1057071,632067,1057071,repost,20230828
458018,843029,458018,repost,20240219
371138,371137,371138,repost,20231125
34459,683024,34459,repost,20230809
455433,117654,455433,repost,20230930
340102,513193,340102,repost,20240223
133693,385043,133693,repost,20231127
52050,368,52050,repost,20240202
1604500,554697,1604500,repost,20240207
1812401,1732847,1812401,repost,20240227
58602,36711,58602,repost,20231205
82216,82211,82216,repost,20230907
4198,525046,4198,repost,20230927
396649,187790,396649,repost,20230918
78459,4162,78459,repost,20231207
187980,205849,187980,repost,20231205
702554,27268,702554,repost,20240203
30774,17604,30774,repost,20240316
999330,146776,999330,repost,20240304
1447627,220104,1447627,repost,20240123
314733,1591,314733,repost,20231112
270399,899552,270399,repost,20231209
119728,20162,119728,repost,20240309
944636,129665,944636,repost,20231104
54432,121230,54432,repost,20230611
32492,117322,32492,repost,20231109
479857,48268,479857,repost,20231223
347355,4999,347355,repost,20240105
690465,1594,690465,repost,20231221
336263,432912,336263,repost,20240214
121844,428554,121844,repost,20231108
318490,221748,318490,repost,20240214
677986,17383,677986,repost,20240109
31418,625224,31418,repost,20231205
2310351,3133,2310351,repost,20230819
72386,498004,72386,repost,20231210
13973,51789,13973,repost,20240314
543029,55509,543029,repost,20230926
264578,18391,264578,repost,20240121
67037,5747,67037,repost,20231102
324169,83736,324169,repost,20240226
101002,376481,101002,repost,20240121
81413,2481,81413,repost,20240202
703995,117794,703995,repost,20231215
684750,50076,684750,repost,20231023
69146,61644,69146,repost,20230901
691045,184541,691045,repost,20240228
100176,6481,100176,repost,20231104
153437,4983,153437,repost,20231018
438910,538849,438910,repost,20231013
1726523,131959,1726523,repost,20231127
21585,18333,21585,repost,20240313
5211,269291,5211,repost,20230709
11018,31898,11018,repost,20240128
830470,406576,830470,repost,20231217
230235,40356,230235,repost,20240228
679568,36851,679568,repost,20231124
30136,122,30136,repost,20230801
41199,4311,41199,repost,20230702
11032,49465,11032,repost,20240119
238059,370991,238059,repost,20240221
894647,12235,894647,repost,20231111
16401,773,16401,repost,20230930
162954,187000,162954,repost,20230615
1331530,53637,1331530,repost,20240206
35983,744347,35983,repost,20240310
202059,479272,202059,repost,20231204
334124,169323,334124,repost,20240212
71649,3285,71649,repost,20231017
527436,4966,527436,repost,20231215
164595,186678,164595,repost,20240313
26564,12369,26564,repost,20230808
508055,26557,508055,repost,20240218
1223846,39647,1223846,repost,20240305
51242,195319,51242,repost,20231026
23115,20347,23115,repost,20230915
200754,20356,200754,repost,20231227
1096546,177208,1096546,repost,20240208
261721,27970,261721,repost,20231110
410426,928260,410426,repost,20231217
449927,49192,449927,repost,20231015
1084684,135570,1084684,repost,20240209
302707,17452,302707,repost,20231027
2367727,1277,2367727,repost,20240102
893807,419963,893807,repost,20240221
49288,34052,49288,repost,20231106
128643,14589,128643,repost,20240107
129408,21556,129408,repost,20240101
489684,342625,489684,repost,20240127
617795,342386,617795,repost,20231103
261151,4133,261151,repost,20230501
405803,88,405803,repost,20240203
1369628,47826,1369628,repost,20231017
30186,3060,30186,repost,20230917
81008,117539,81008,repost,20231214
1035133,33858,1035133,repost,20231127
466215,381785,466215,repost,20240214
1033384,75338,1033384,repost,20230913
644416,10557,644416,repost,20230915
71132,20144,71132,repost,20231019
86660,54523,86660,repost,20230909
21413,7965,21413,repost,20240117
311370,121880,311370,repost,20231017
88313,37890,88313,repost,20230826
10510,341081,10510,repost,20231218
128403,131084,128403,repost,20231030
19653,49246,19653,repost,20230719
666544,16873,666544,repost,20231026
1270996,772380,1270996,repost,20231029
129061,11108,129061,repost,20231009
3816300,84092,3816300,repost,20240125
31115,2870,31115,repost,20240130
2937355,26772,2937355,repost,20231027
949817,47206,949817,repost,20231101
242757,304645,242757,repost,20231224
1186096,220677,1186096,repost,20231022
1391432,101954,1391432,repost,20240130
27118,30323,27118,repost,20231227
152297,3842,152297,repost,20231222
144567,57518,144567,repost,20240306
122967,122795,122967,repost,20230912
577605,268657,577605,repost,20230702
704494,3419,704494,repost,20231207
35872,2460,35872,repost,20230928
739659,105031,739659,repost,20240302
88649,26663,88649,repost,20231005
333947,516881,333947,repost,20230823
1960149,119200,1960149,repost,20240222
182066,311027,182066,repost,20231001
9287,33812,9287,repost,20231017
2576656,177189,2576656,repost,20230827
67000,66824,67000,repost,20240128
162495,5274,162495,repost,20231206
449036,143630,449036,repost,20231207
856519,127,856519,repost,20231214
133,68999,133,repost,20230904
632362,6832,632362,repost,20230912
15244,264572,15244,repost,20240118
8051,83163,8051,repost,20231128
591976,90864,591976,repost,20230806
283295,379,283295,repost,20230926
157226,3515,157226,repost,20240301
30584,152253,30584,repost,20230810
65995,12712,65995,repost,20240124
807090,1247,807090,repost,20240206
150998,12710,150998,repost,20230901
131065,86950,131065,repost,20240219
523166,377312,523166,repost,20231020
86126,39509,86126,repost,20240206
221292,53470,221292,repost,20231020
1202762,57867,1202762,repost,20240207
273194,45423,273194,repost,20231120
1076859,773,1076859,repost,20231011
362307,49086,362307,repost,20240302
1970900,1982,1970900,repost,20240211
974842,62281,974842,repost,20240304
280047,34899,280047,repost,20230706
2702915,2228,2702915,repost,20230925
1175175,58612,1175175,repost,20240103
388935,26405,388935,repost,20231229
467967,182161,467967,repost,20231111
32926,10507,32926,repost,20231209
2092007,545558,2092007,repost,20231102
67142,6534,67142,repost,20240120
1311397,4971,1311397,repost,20240311
81263,58688,81263,repost,20240317
318834,100421,318834,repost,20240214
14145,282207,14145,repost,20230827
208582,694299,208582,repost,20230929
54510,54503,54510,repost,20230928
403298,33064,403298,repost,20231114
242164,144709,242164,repost,20231023
662304,17462,662304,repost,20230809
46490,912133,46490,repost,20230920
106262,796419,106262,repost,20231130
171456,686014,171456,repost,20240110
434257,108209,434257,repost,20231111
37845,55379,37845,repost,20240208
66911,59102,66911,repost,20240129
1163762,26742,1163762,repost,20240315
150478,143430,150478,repost,20240125
49,12400,49,repost,20240105
46184,399,46184,repost,20231003
392681,399706,392681,repost,20240303
1542971,312460,1542971,repost,20240208
734070,1112183,734070,repost,20230721
68879,62826,68879,repost,20231031
520232,30941,520232,repost,20231225
257806,18383,257806,repost,20230815
726517,20734,726517,repost,20230517
830080,27176,830080,repost,20231129
88071,52120,88071,repost,20230917
605097,268688,605097,repost,20230716
3324921,194949,3324921,repost,20240208
46294,68050,46294,repost,20231030
34018,163849,34018,repost,20240125
969561,3043,969561,repost,20240208
25926,19384,25926,repost,20231212
311387,5710,311387,repost,20231205
520081,77031,520081,repost,20231209
159521,1581,159521,repost,20231214
344745,12423,344745,repost,20240112
37809,66637,37809,repost,20231208
370970,7923,370970,repost,20240208
41039,2942,41039,repost,20230827
183764,10180,183764,repost,20231115
2779460,2569165,2779460,repost,20230913
2388,5564,2388,repost,20240123
1406259,118118,1406259,repost,20231021
24885,25881,24885,repost,20231110
470645,84980,470645,repost,20230706
65941,167695,65941,repost,20230929
1339369,49526,1339369,repost,20240303
269389,67403,269389,repost,20230727
55517,6785,55517,repost,20230807
715694,27268,715694,repost,20231006
570475,5564,570475,repost,20240216
13576,2906,13576,repost,20231016
98860,147212,98860,repost,20231226
897481,6567,897481,repost,20231101
234813,767386,234813,repost,20240210
101040,248906,101040,repost,20231127
98720,13598,98720,repost,20240128
44914,24660,44914,repost,20230426
31344,351865,31344,repost,20240202
22158,189282,22158,repost,20231008
632430,10507,632430,repost,20230605
361343,61106,361343,repost,20231214
122118,7372,122118,repost,20240207
741938,75984,741938,repost,20231102
478668,103305,478668,repost,20230910
1103097,26595,1103097,repost,20240208
7294,6846,7294,repost,20240116
160906,30906,160906,repost,20231002
3013022,530390,3013022,repost,20240220
66406,27073,66406,repost,20240211
249466,2042,249466,repost,20230914
230491,6832,230491,repost,20240308
52693,858300,52693,repost,20231222
163314,64002,163314,repost,20240215
2335100,121,2335100,repost,20230927
9928,10042,9928,repost,20230706
484104,106826,484104,repost,20231213
304284,633665,304284,repost,20231119
558,3357,558,repost,20230517
46349,46313,46349,repost,20240227
395340,371068,395340,repost,20231212
74750,258724,74750,repost,20240219
62760,62729,62760,repost,20231226
182399,88454,182399,repost,20240212
37682,32143,37682,repost,20230805
904817,13,904817,repost,20240222
1800113,224098,1800113,repost,20240109
96367,127383,96367,repost,20231014
215710,18614,215710,repost,20240124
484633,6534,484633,repost,20230703
49272,88269,49272,repost,20231129
1556353,51788,1556353,repost,20240122
492659,75319,492659,repost,20231221
1075781,28513,1075781,repost,20240315
13813,147782,13813,repost,20240131
496481,192908,496481,repost,20230826
223422,48872,223422,repost,20230820
108155,129047,108155,repost,20231203
172374,172380,172374,repost,20240209
600464,29288,600464,repost,20240110
52060,52078,52060,repost,20231218
929756,81308,929756,repost,20231214
72720,314994,72720,repost,20240223
2264621,17170,2264621,repost,20240213
359470,19920,359470,repost,20231027
3615742,51299,3615742,repost,20231222
153715,153750,153715,repost,20240229
611795,1672675,611795,repost,20240207
593710,45,593710,repost,20231204
1199777,128483,1199777,repost,20240207
240884,461479,240884,repost,20240207
376669,1195045,376669,repost,20240310
883022,14617,883022,repost,20240114
1933091,330102,1933091,repost,20240301
215661,62729,215661,repost,20231123
456865,52205,456865,repost,20231220
449901,449913,449901,repost,20230827
1561627,13504,1561627,repost,20240119
424765,198045,424765,repost,20230923
2180302,205831,2180302,repost,20230825
2040692,75750,2040692,repost,20240225
132828,104902,132828,repost,20231202
1038363,12523,1038363,repost,20240214
314922,164922,314922,repost,20240210
71137,13077,71137,repost,20231115
841501,1603,841501,repost,20231018
1682880,390683,1682880,repost,20240213
32277,19737,32277,repost,20231115
88236,52134,88236,repost,20231003
2196958,2437003,2196958,repost,20240208
1920156,1894,1920156,repost,20240212
213707,818804,213707,repost,20231221
2904917,8700,2904917,repost,20240208
13576,4144,13576,repost,20240115
353795,264961,353795,repost,20231006
1061831,385538,1061831,repost,20240204
4983,30297,4983,repost,20231225
674524,33587,674524,repost,20230704
124846,184971,124846,repost,20230925
300633,73486,300633,repost,20231124
321032,213256,321032,repost,20231129
538644,28498,538644,repost,20231017
72606,359511,72606,repost,20240302
684729,75886,684729,repost,20230512
328396,64093,328396,repost,20231010
416729,10772,416729,repost,20230814
367001,143702,367001,repost,20231202
1282155,140174,1282155,repost,20231201
30081,12285,30081,repost,20231208
155615,172837,155615,repost,20240226
1503000,282039,1503000,repost,20231029
22476,19388,22476,repost,20240310
1359905,480374,1359905,repost,20240119
85755,74678,85755,repost,20230924
870386,259785,870386,repost,20240205
52260,521506,52260,repost,20230925
81140,58730,81140,repost,20231228
34024,246912,34024,repost,20231116
486795,30788,486795,repost,20230921
584087,36628,584087,repost,20240307
52153,628,52153,repost,20231208
179102,3827,179102,repost,20230611
529520,97987,529520,repost,20231111
1198748,6074,1198748,repost,20240109
302816,5749,302816,repost,20231212
4294,5138,4294,repost,20230830
109175,1825472,109175,repost,20240314
96350,151775,96350,repost,20240203
705796,58833,705796,repost,20240210
187484,96823,187484,repost,20230912
42819,374665,42819,repost,20231021
29288,166358,29288,repost,20230430
1188423,591502,1188423,repost,20240223
473565,437158,473565,repost,20240209
107729,169507,107729,repost,20230802
61626,34871,61626,repost,20231030
37700,55504,37700,repost,20231009
66824,215781,66824,repost,20231028
833549,548444,833549,repost,20230918
2686011,11375,2686011,repost,20240225
59964,46206,59964,repost,20230929
48100,25879,48100,repost,20230806
30312,21478,30312,repost,20240314
151825,15109,151825,repost,20240117
30783,46200,30783,repost,20231211
31697,27120,31697,repost,20231228
33622,7347,33622,repost,20230814
912402,912403,912402,repost,20230914
1492280,1010166,1492280,repost,20231128
518548,507918,518548,repost,20240121
203724,330083,203724,repost,20240130
161999,67727,161999,repost,20231214
1662225,25269,1662225,repost,20240308
2757864,82312,2757864,repost,20240101
541665,643156,541665,repost,20230726
1261480,104776,1261480,repost,20230816
18695,53938,18695,repost,20240122
3612450,166017,3612450,repost,20240214
2089376,9,2089376,repost,20240317
936253,88267,936253,repost,20230625
65971,178659,65971,repost,20231022
157503,49904,157503,repost,20240318
161684,383819,161684,repost,20240305
162669,87238,162669,repost,20231224
199633,3060,199633,repost,20240117
66605,217982,66605,repost,20240106
3244533,34889,3244533,repost,20240222
328620,73514,328620,repost,20230823
2061417,87752,2061417,repost,20231230
147210,14650,147210,repost,20231118
27919,9103,27919,repost,20240212
429661,6547,429661,repost,20230705
303126,23019,303126,repost,20231220
165980,3834,165980,repost,20231004
224032,6621,224032,repost,20240208
26843,40304,26843,repost,20240126
595809,119739,595809,repost,20240214
588965,45226,588965,repost,20240308
33984,30186,33984,repost,20230907
680576,80928,680576,repost,20230819
834256,259868,834256,repost,20240117
1843364,6538,1843364,repost,20231031
32517,6521,32517,repost,20230816
297928,20090,297928,repost,20231107
15889,37054,15889,repost,20231031
88554,708684,88554,repost,20231012
125685,47,125685,repost,20240314
776304,272659,776304,repost,20231214
710801,27308,710801,repost,20240318
1450521,1471,1450521,repost,20240211
41511,87941,41511,repost,20240212
1274037,6024,1274037,repost,20231218
7411,155174,7411,repost,20231112
158795,29642,158795,repost,20240101
1754841,61925,1754841,repost,20231102
265246,1200,265246,repost,20231118
399319,1398446,399319,repost,20240301
167320,7836,167320,repost,20230919
350344,189831,350344,repost,20240303
25850,930831,25850,repost,20231223
1255,20737,1255,repost,20231105
1390344,7333,1390344,repost,20231227
144997,8356,144997,repost,20231128
32801,12523,32801,repost,20230723
213993,673906,213993,repost,20230804
178408,39711,178408,repost,20240110
250134,6563,250134,repost,20240223
66446,153963,66446,repost,20230713
1607992,351159,1607992,repost,20240305
667513,193122,667513,repost,20240208
35848,72727,35848,repost,20240110
240157,46821,240157,repost,20230827
324040,324042,324040,repost,20231024
319462,838111,319462,repost,20240208
71245,120846,71245,repost,20231225
1010794,1056857,1010794,repost,20231103
328757,217364,328757,repost,20231210
1840395,245610,1840395,repost,20230929
2325,319,2325,repost,20231017
3198157,65142,3198157,repost,20240305
2140335,39096,2140335,repost,20240108
34264,81826,34264,repost,20230826
107186,123384,107186,repost,20230927
221010,502235,221010,repost,20231206
658646,17494,658646,repost,20231209
593599,34885,593599,repost,20240207
302677,124565,302677,repost,20231103
480500,626411,480500,repost,20231212
98720,259276,98720,repost,20240215
330860,154969,330860,repost,20231020
898240,59249,898240,repost,20240206
906443,344121,906443,repost,20231222
1328691,53547,1328691,repost,20240308
16371,59753,16371,repost,20231114
159887,86984,159887,repost,20240314
366633,34385,366633,repost,20231016
125846,62863,125846,repost,20230917
751466,19243,751466,repost,20231212
397514,29047,397514,repost,20231026
42504,253869,42504,repost,20230729
1416629,472973,1416629,repost,20240312
87494,55534,87494,repost,20240124
34024,33459,34024,repost,20230711
28741,56332,28741,repost,20240213
231596,100728,231596,repost,20240205
1911811,22942,1911811,repost,20240215
146614,55381,146614,repost,20240208
1079798,199074,1079798,repost,20230724
65629,62103,65629,repost,20231126
530980,5413,530980,repost,20240122
373586,69188,373586,repost,20231010
297481,6691,297481,repost,20231123
919639,2858,919639,repost,20240304
639626,639625,639626,repost,20230820
2561,923116,2561,repost,20230830
274222,340404,274222,repost,20231213
235719,8207,235719,repost,20231018
597844,16072,597844,repost,20230910
98545,126,98545,repost,20230819
79571,37712,79571,repost,20231201
30339,18323,30339,repost,20231121
33303,7325,33303,repost,20240115
527702,334971,527702,repost,20231004
662948,337105,662948,repost,20231208
404548,226,404548,repost,20240303
143283,30874,143283,repost,20231130
228527,72579,228527,repost,20230809
39090,925,39090,repost,20240108
289463,437049,289463,repost,20240227
6688,122797,6688,repost,20240222
683,530721,683,repost,20230905
62053,185967,62053,repost,20240112
151951,900142,151951,repost,20240316
868063,42020,868063,repost,20231009
384998,25767,384998,repost,20231210
26533,3133,26533,repost,20231018
216752,223,216752,repost,20230704
646420,551,646420,repost,20230924
1493125,7345,1493125,repost,20240110
32494,4311,32494,repost,20230804
64915,27123,64915,repost,20230723
46299,5,46299,repost,20230824
1173326,636990,1173326,repost,20231020
322409,631990,322409,repost,20240123
54188,144567,54188,repost,20240305
205851,46149,205851,repost,20230806
106279,3386,106279,repost,20240212
629954,27144,629954,repost,20231217
1365153,269172,1365153,repost,20231216
599325,76305,599325,repost,20230729
65897,248182,65897,repost,20240222
930073,386075,930073,repost,20240303
100917,94495,100917,repost,20231115
446654,21151,446654,repost,20231117
46277,46200,46277,repost,20240311
168987,6534,168987,repost,20240127
299826,62053,299826,repost,20230930
52929,62113,52929,repost,20230727
518436,52841,518436,repost,20240201
131109,28011,131109,repost,20240125
767315,596995,767315,repost,20240217
203697,33143,203697,repost,20240111
34852,273218,34852,repost,20231227
1452854,662916,1452854,repost,20240220
195855,55051,195855,repost,20240101
597731,161997,597731,repost,20240302
46938,8064,46938,repost,20240119
1030055,198494,1030055,repost,20230703
34218,20725,34218,repost,20231226
518421,1220,518421,repost,20231015
89925,4113,89925,repost,20231130
914884,345679,914884,repost,20240114
166847,86313,166847,repost,20230924
212872,59068,212872,repost,20240125
518413,25,518413,repost,20240107
392092,244899,392092,repost,20230929
966493,453047,966493,repost,20231122
2257689,876333,2257689,repost,20240121
119422,329669,119422,repost,20230629
513267,160,513267,repost,20231208
230899,52919,230899,repost,20231001
117822,29222,117822,repost,20240207
99726,62849,99726,repost,20231121
302816,15903,302816,repost,20240101
27917,6607,27917,repost,20240306
163812,163789,163812,repost,20231129
119298,159269,119298,repost,20231017
219648,236522,219648,repost,20231006
956611,306333,956611,repost,20240117
3063335,22490,3063335,repost,20240303
3830754,14535,3830754,repost,20240102
13630,42256,13630,repost,20231015
82426,34912,82426,repost,20231015
1719133,1169,1719133,repost,20231012
21161,10112,21161,repost,20231011
714758,6535,714758,repost,20240106
529520,15123,529520,repost,20231115
269156,5663,269156,repost,20230701
683,400,683,repost,20231107
242782,1336236,242782,repost,20231118
30351,34871,30351,repost,20231108
411842,34264,411842,repost,20231201
134762,212756,134762,repost,20231211
2076323,22595,2076323,repost,20231206
603114,392681,603114,repost,20240207
81166,133813,81166,repost,20230919
96176,62776,96176,repost,20231113
309205,85745,309205,repost,20230827
273170,2346922,273170,repost,20231013
66553,2757,66553,repost,20231107
86301,25549,86301,repost,20231204
46120,407921,46120,repost,20231130
242401,6075,242401,repost,20240122
706,160640,706,repost,20230906
1015737,793271,1015737,repost,20240201
108617,57568,108617,repost,20240318
30486,30580,30486,repost,20231117
1021426,29606,1021426,repost,20240315
168136,407689,168136,repost,20231028
589455,59342,589455,repost,20240222
44562,162086,44562,repost,20231029
1198475,357664,1198475,repost,20240210
189052,120633,189052,repost,20231025
366699,2452,366699,repost,20240229
372521,41649,372521,repost,20231201
461996,137710,461996,repost,20231004
59969,85836,59969,repost,20230909
3834163,29532,3834163,repost,20230507
1062525,104739,1062525,repost,20231123
221193,29645,221193,repost,20231108
31193,33587,31193,repost,20231129
291620,1125445,291620,repost,20240117
258182,130,258182,repost,20230705
960696,20735,960696,repost,20231213
35841,17468,35841,repost,20240103
659906,562864,659906,repost,20240221
1907902,42402,1907902,repost,20231202
155195,235344,155195,repost,20230628
605790,273244,605790,repost,20231024
85342,53427,85342,repost,20231104
2293206,297248,2293206,repost,20231104
46118,4,46118,repost,20240202
641566,83708,641566,repost,20231030
219660,58849,219660,repost,20231008
282890,19737,282890,repost,20231105
292494,209972,292494,repost,20230527
193734,6534,193734,repost,20231209
867250,2489,867250,repost,20230922
12947,143430,12947,repost,20240205
203802,1691,203802,repost,20231117
385562,4133,385562,repost,20231016
292565,82823,292565,repost,20230519
404606,20377,404606,repost,20231203
208758,120884,208758,repost,20230824
885933,319,885933,repost,20231003
826563,3577,826563,repost,20231006
85871,545839,85871,repost,20230505
1745508,79675,1745508,repost,20230922
7351,27458,7351,repost,20240311
176494,20502,176494,repost,20230823
2575674,46756,2575674,repost,20231003
15306,8179,15306,repost,20231101
88075,49163,88075,repost,20240205
489140,135184,489140,repost,20230419
4026089,28503,4026089,repost,20240302
617781,3982,617781,repost,20240208
87958,2452,87958,repost,20231223
1147441,16053,1147441,repost,20231130
518413,52062,518413,repost,20240302
219209,52205,219209,repost,20231103
588152,36865,588152,repost,20231217
51817,15231,51817,repost,20231002
106561,13604,106561,repost,20240117
3075,19737,3075,repost,20230912
27903,28072,27903,repost,20230904
1147766,168995,1147766,repost,20240304
65372,30813,65372,repost,20231009
783122,434314,783122,repost,20230904
43164,132827,43164,repost,20230928
55060,8990,55060,repost,20231129
150013,9631,150013,repost,20230705
1629812,26546,1629812,repost,20240209
716907,181649,716907,repost,20231230
796219,326205,796219,repost,20231106
436598,130974,436598,repost,20231225
361040,7333,361040,repost,20231201
536985,26541,536985,repost,20240214
796286,91682,796286,repost,20231119
96073,134933,96073,repost,20231101
2059033,20084,2059033,repost,20240305
295424,1157185,295424,repost,20230707
160595,46127,160595,repost,20230818
10746,1167249,10746,repost,20240227
19682,103044,19682,repost,20231010
1334361,168615,1334361,repost,20231123
293181,12550,293181,repost,20240206
902514,90971,902514,repost,20230514
106913,21666,106913,repost,20231207
543236,210166,543236,repost,20231110
31829,23862,31829,repost,20240220
283376,96007,283376,repost,20231018
762604,3138,762604,repost,20230916
37988,69233,37988,repost,20230827
328835,135694,328835,repost,20231106
796990,15196,796990,repost,20240120
134618,37897,134618,repost,20230616
249178,152538,249178,repost,20231024
1885211,26154,1885211,repost,20231011
140636,120,140636,repost,20231019
34406,101,34406,repost,20240227
159887,195556,159887,repost,20240223
218108,670133,218108,repost,20231126
458793,125,458793,repost,20230913
58055,119201,58055,repost,20240130
1448260,420779,1448260,repost,20240115
206322,1197,206322,repost,20231007
49158,49270,49158,repost,20231007
187690,52207,187690,repost,20230603
88032,88165,88032,repost,20230925
355171,104753,355171,repost,20240210
29637,57446,29637,repost,20231230
32172,64915,32172,repost,20240217
65992,241719,65992,repost,20230828
592404,140170,592404,repost,20231030
307547,133736,307547,repost,20240122
227162,1067155,227162,repost,20240210
560707,605175,560707,repost,20240101
245970,16221,245970,repost,20231024
699329,19132,699329,repost,20231223
119739,47777,119739,repost,20230521
421836,50777,421836,repost,20231014
591091,551361,591091,repost,20240303
833615,2079,833615,repost,20231011
718716,6822,718716,repost,20230626
1170727,291906,1170727,repost,20231016
88411,42369,88411,repost,20231004
200715,545520,200715,repost,20240110
425612,1941,425612,repost,20231216
264951,264930,264951,repost,20240307
1253036,235752,1253036,repost,20231202
859297,36837,859297,repost,20231014
160633,243451,160633,repost,20230927
47017,1219,47017,repost,20231005
858100,15933,858100,repost,20231004
236310,959009,236310,repost,20240301
39583,167104,39583,repost,20231220
3255725,15489,3255725,repost,20231126
313339,20400,313339,repost,20240203
347115,30271,347115,repost,20230819
128643,1212,128643,repost,20231204
715323,7974,715323,repost,20240208
143283,30366,143283,repost,20240118
19446,1287,19446,repost,20231111
436613,204614,436613,repost,20230918
68331,47876,68331,repost,20240317
83136,3839,83136,repost,20231003
684979,67394,684979,repost,20230901
150953,150181,150953,repost,20231118
61701,34406,61701,repost,20231120
974603,17175,974603,repost,20230725
478583,84193,478583,repost,20231003
144238,211999,144238,repost,20231113
49153,52163,49153,repost,20230927
42521,35901,42521,repost,20231215
17749,41149,17749,repost,20231020
30660,34505,30660,repost,20231202
530834,184303,530834,repost,20231023
210959,341378,210959,repost,20230930
13576,180750,13576,repost,20231118
279298,228871,279298,repost,20240208
1514707,85299,1514707,repost,20231003
2584,758043,2584,repost,20231120
71009,70981,71009,repost,20240301
81081,36667,81081,repost,20240127
1150309,74210,1150309,repost,20231218
417116,80490,417116,repost,20231220
77127,64515,77127,repost,20231122
33719,83464,33719,repost,20230804
58555,8485,58555,repost,20240228
1165543,1248,1165543,repost,20230917
46342,695009,46342,repost,20240305
549986,400,549986,repost,20231113
3001744,611,3001744,repost,20240222
441219,7830,441219,repost,20230828
16322,121719,16322,repost,20240224
1035603,18383,1035603,repost,20240125
307538,35469,307538,repost,20231025
206809,187737,206809,repost,20231015
840826,117441,840826,repost,20231231
455433,17572,455433,repost,20231105
153843,229028,153843,repost,20231210
159543,1221,159543,repost,20231208
45404,192208,45404,repost,20240214
952683,105,952683,repost,20231101
53883,42246,53883,repost,20231227
178553,47788,178553,repost,20231004
128403,32556,128403,repost,20240209
584022,121,584022,repost,20231116
155620,26792,155620,repost,20231013
315774,129187,315774,repost,20231212
676640,362155,676640,repost,20230920
146491,371222,146491,repost,20240106
386932,309450,386932,repost,20230821
68393,665348,68393,repost,20231121
32514,185398,32514,repost,20231004
535986,1091836,535986,repost,20240210
236049,192815,236049,repost,20231029
1625,4578,1625,repost,20230925
8215,205568,8215,repost,20231117
25830,8432,25830,repost,20230915
199449,27307,199449,repost,20230807
817613,160639,817613,repost,20240314
1325888,20059,1325888,repost,20240318
27910,375315,27910,repost,20231020
421943,148717,421943,repost,20231013
2321838,175687,2321838,repost,20240215
52077,52136,52077,repost,20240104
904653,23760,904653,repost,20231004
1072814,9328,1072814,repost,20231015
69016,7037,69016,repost,20230429
46809,9102,46809,repost,20231202
85477,85450,85477,repost,20230701
89369,220455,89369,repost,20240317
208758,69217,208758,repost,20230823
100264,470207,100264,repost,20231201
34871,46202,34871,repost,20230916
702636,66311,702636,repost,20240224
757177,62281,757177,repost,20230901
323787,2157,323787,repost,20240310
32404,79274,32404,repost,20240227
25775,416311,25775,repost,20231208
224813,62799,224813,repost,20231001
386808,386803,386808,repost,20230703
302608,811933,302608,repost,20230909
374388,26354,374388,repost,20230830
190754,13,190754,repost,20231025
119693,7327,119693,repost,20231106
107646,1595017,107646,repost,20240105
1413930,36625,1413930,repost,20230822
43135,149245,43135,repost,20230929
149560,135801,149560,repost,20231130
1637759,8346,1637759,repost,20231102
1108991,205735,1108991,repost,20240205
14767,106308,14767,repost,20231017
198401,24882,198401,repost,20230811
80126,196282,80126,repost,20240311
178771,436470,178771,repost,20230718
379322,416246,379322,repost,20231011
36150,310794,36150,repost,20240223
359058,2078258,359058,repost,20240218
3060,21690,3060,repost,20240215
162914,160640,162914,repost,20230821
1791375,208369,1791375,repost,20231118
3065,33349,3065,repost,20240213
2258571,1424617,2258571,repost,20240313
3024,34505,3024,repost,20240313
136328,634,136328,repost,20230702
513764,86984,513764,repost,20240208
522281,1038248,522281,repost,20231206
2894631,615,2894631,repost,20240215
507,27311,507,repost,20230602
19454,184314,19454,repost,20231106
185387,413,185387,repost,20230922
871949,342721,871949,repost,20231111
1354312,54455,1354312,repost,20240220
157616,28166,157616,repost,20240102
58039,80928,58039,repost,20230819
58788,385283,58788,repost,20230922
150629,13213,150629,repost,20231103
530638,6820,530638,repost,20240222
1428335,1305872,1428335,repost,20240213
137,20744,137,repost,20231202
786317,12422,786317,repost,20240213
302995,70777,302995,repost,20240112
91346,91347,91346,repost,20240211
3621091,47126,3621091,repost,20231225
879738,125,879738,repost,20240228
2086039,21512,2086039,repost,20240220
148827,570666,148827,repost,20231128
36868,36748,36868,repost,20231009
30305,425,30305,repost,20230809
25501,270471,25501,repost,20240111
1600235,3177,1600235,repost,20230727
1450453,1408,1450453,repost,20240224
275667,21959,275667,repost,20230829
1874017,66437,1874017,repost,20230731
39091,64120,39091,repost,20231218
38888,54181,38888,repost,20240214
